Nummer,Name,EW,category,value
03030715,Heinersdorf,6583,D4,-0.95
03030716,Märchenland,1128,S1,4.02
03030716,Märchenland,1128,S2,0.89
03030716,Märchenland,1128,S3,2.22
03030716,Märchenland,1128,S4,5.94
03030716,Märchenland,1128,D1,0.98
03030716,Märchenland,1128,D2,-0.12
03030716,Märchenland,1128,D3,-0.43
03030716,Märchenland,1128,D4,5.94
03040508,Rosenthal,4587,S1,3.91
03040508,Rosenthal,4587,S2,1.27
03040508,Rosenthal,4587,S3,5.65
03040508,Rosenthal,4587,S4,12.28
03040508,Rosenthal,4587,D1,-0.7
03040508,Rosenthal,4587,D2,-0.15
03040508,Rosenthal,4587,D3,-0.1
03040508,Rosenthal,4587,D4,0.02
03040512,Wilhelmsruh,9520,S1,4.98
03040512,Wilhelmsruh,9520,S2,1.78
03040512,Wilhelmsruh,9520,S3,4.97
03040512,Wilhelmsruh,9520,S4,9.62
03040512,Wilhelmsruh,9520,D1,-0.26
03040512,Wilhelmsruh,9520,D2,0.08
03040512,Wilhelmsruh,9520,D3,0.01
03040512,Wilhelmsruh,9520,D4,-0.85
03040513,Schönholz,3357,S1,4.08
03040513,Schönholz,3357,S2,1.49
03040513,Schönholz,3357,S3,2.8
03040513,Schönholz,3357,S4,1.75
03040513,Schönholz,3357,D1,-0.74
03040513,Schönholz,3357,D2,-0.2
03040513,Schönholz,3357,D3,-1.15
03040513,Schönholz,3357,D4,-3.51
03040614,Pankow Zentrum,34233,S1,6.38
03040614,Pankow Zentrum,34233,S2,2.07
03040614,Pankow Zentrum,34233,S3,7.69
03040614,Pankow Zentrum,34233,S4,14.11
03040614,Pankow Zentrum,34233,D1,-0.74
03040614,Pankow Zentrum,34233,D2,-0.32
03040614,Pankow Zentrum,34233,D3,-0.32
03040614,Pankow Zentrum,34233,D4,-1.43
03040818,Pankow Süd,33714,S1,6.78
03040818,Pankow Süd,33714,S2,2.12
03040818,Pankow Süd,33714,S3,8.56
03040818,Pankow Süd,33714,S4,18.33
03040818,Pankow Süd,33714,D1,-0.89
03040818,Pankow Süd,33714,D2,-0.38
03040818,Pankow Süd,33714,D3,-0.45
03040818,Pankow Süd,33714,D4,-3.18
03050919,Gustav-Adolf-Straße,5320,S1,6.61
03050919,Gustav-Adolf-Straße,5320,S2,1.97
03050919,Gustav-Adolf-Straße,5320,S3,8.65
03050919,Gustav-Adolf-Straße,5320,S4,18.57
03050919,Gustav-Adolf-Straße,5320,D1,-2.03
03050919,Gustav-Adolf-Straße,5320,D2,-0.64
03050919,Gustav-Adolf-Straße,5320,D3,-0.3
03050919,Gustav-Adolf-Straße,5320,D4,-2.91
03050920,Weißer See,7024,S1,6.47
03050920,Weißer See,7024,S2,2.25
03050920,Weißer See,7024,S3,7.87
03050920,Weißer See,7024,S4,15.16
03050920,Weißer See,7024,D1,-1.75
03050920,Weißer See,7024,D2,-0.42
03050920,Weißer See,7024,D3,0.26
03050920,Weißer See,7024,D4,-2.13
03050923,Weißenseer Spitze,8772,S1,8.88
03050923,Weißenseer Spitze,8772,S2,3.43
03050923,Weißenseer Spitze,8772,S3,9.54
03050923,Weißenseer Spitze,8772,S4,17.34
03050923,Weißenseer Spitze,8772,D1,-0.75
03050923,Weißenseer Spitze,8772,D2,-0.2
03050923,Weißenseer Spitze,8772,D3,-1.5
03050923,Weißenseer Spitze,8772,D4,-4.42
03050924,Behaimstraße,5647,S1,10.15
03050924,Behaimstraße,5647,S2,3.52
03050924,Behaimstraße,5647,S3,10.86
03050924,Behaimstraße,5647,S4,20.6
03050924,Behaimstraße,5647,D1,-1.03
03050924,Behaimstraße,5647,D2,0.02
03050924,Behaimstraße,5647,D3,-0.67
03050924,Behaimstraße,5647,D4,-1.36
03050925,Komponistenviertel Weißensee,8679,S1,6.99
03050925,Komponistenviertel Weißensee,8679,S2,2.39
03050925,Komponistenviertel Weißensee,8679,S3,9.38
03050925,Komponistenviertel Weißensee,8679,S4,16.57
03050925,Komponistenviertel Weißensee,8679,D1,-0.76
03050925,Komponistenviertel Weißensee,8679,D2,-0.46
03050925,Komponistenviertel Weißensee,8679,D3,0.07
03050925,Komponistenviertel Weißensee,8679,D4,-0.65
03051017,Rennbahnstraße,4123,S1,7.2
03051017,Rennbahnstraße,4123,S2,2.17
03051017,Rennbahnstraße,4123,S3,9.36
03051017,Rennbahnstraße,4123,S4,21.44
03051017,Rennbahnstraße,4123,D1,-0.34
03051017,Rennbahnstraße,4123,D2,-0.61
03051017,Rennbahnstraße,4123,D3,0.62
03051017,Rennbahnstraße,4123,D4,-1.72
03051021,Buschallee,6484,S1,9.6
03051021,Buschallee,6484,S2,3.39
03051021,Buschallee,6484,S3,10.19
03051021,Buschallee,6484,S4,29.19
03051021,Buschallee,6484,D1,-0.86
03051021,Buschallee,6484,D2,-0.17
03051021,Buschallee,6484,D3,-0.29
03051021,Buschallee,6484,D4,-3.44
03051022,Hansastraße,4518,S1,6.79
03051022,Hansastraße,4518,S2,2.78
03051022,Hansastraße,4518,S3,10.89
03051022,Hansastraße,4518,S4,35.19
03051022,Hansastraße,4518,D1,-1.6
03051022,Hansastraße,4518,D2,-0.08
03051022,Hansastraße,4518,D3,0.11
03051022,Hansastraße,4518,D4,-1.03
03061126,Arnimplatz,14997,S1,6.65
03061126,Arnimplatz,14997,S2,1.9
03061126,Arnimplatz,14997,S3,7.01
03061126,Arnimplatz,14997,S4,10.88
03061126,Arnimplatz,14997,D1,-1
03061126,Arnimplatz,14997,D2,-0.43
03061126,Arnimplatz,14997,D3,-0.74
03061126,Arnimplatz,14997,D4,-3.88
03061131,Falkplatz,10185,S1,5.92
03061131,Falkplatz,10185,S2,1.68
03061131,Falkplatz,10185,S3,5.75
03061131,Falkplatz,10185,S4,6.82
03061131,Falkplatz,10185,D1,-0.53
03061131,Falkplatz,10185,D2,-0.54
03061131,Falkplatz,10185,D3,-0.32
03061131,Falkplatz,10185,D4,-1.27
03061227,Humannplatz,14413,S1,6.33
03061227,Humannplatz,14413,S2,1.74
03061227,Humannplatz,14413,S3,6.66
03061227,Humannplatz,14413,S4,12.64
03061227,Humannplatz,14413,D1,-0.26
03061227,Humannplatz,14413,D2,-0.2
03061227,Humannplatz,14413,D3,-0.38
03061227,Humannplatz,14413,D4,-0.77
03061228,Erich-Weinert-Straße,12386,S1,7.82
03061228,Erich-Weinert-Straße,12386,S2,2.47
03061228,Erich-Weinert-Straße,12386,S3,9.37
03061228,Erich-Weinert-Straße,12386,S4,23.81
03061228,Erich-Weinert-Straße,12386,D1,-1.79
03061228,Erich-Weinert-Straße,12386,D2,-0.76
03061228,Erich-Weinert-Straße,12386,D3,-0.66
03061228,Erich-Weinert-Straße,12386,D4,-5.08
03061332,Helmholtzplatz,22245,S1,6.29
03061332,Helmholtzplatz,22245,S2,1.89
03061332,Helmholtzplatz,22245,S3,6.92
03061332,Helmholtzplatz,22245,S4,9.94
03061332,Helmholtzplatz,22245,D1,-0.54
03061332,Helmholtzplatz,22245,D2,-0.38
03061332,Helmholtzplatz,22245,D3,-0.34
03061332,Helmholtzplatz,22245,D4,-1.74
03061429,Greifswalder Straße,10163,S1,9.73
03061429,Greifswalder Straße,10163,S2,3.82
03061429,Greifswalder Straße,10163,S3,10.77
03061429,Greifswalder Straße,10163,S4,38.36
03061429,Greifswalder Straße,10163,D1,-1.07
03061429,Greifswalder Straße,10163,D2,0.03
03061429,Greifswalder Straße,10163,D3,0.12
03061429,Greifswalder Straße,10163,D4,-1.66
03061430,Volkspark Prenzlauer Berg,2971,S1,14.89
03061430,Volkspark Prenzlauer Berg,2971,S2,4.72
03061430,Volkspark Prenzlauer Berg,2971,S3,11.71
03061430,Volkspark Prenzlauer Berg,2971,S4,30.48
03061430,Volkspark Prenzlauer Berg,2971,D1,1.16
03061430,Volkspark Prenzlauer Berg,2971,D2,-0.64
03061430,Volkspark Prenzlauer Berg,2971,D3,0
03061430,Volkspark Prenzlauer Berg,2971,D4,-0.61
03061434,Anton-Saefkow-Park,6078,S1,7.56
03061434,Anton-Saefkow-Park,6078,S2,2.39
03061434,Anton-Saefkow-Park,6078,S3,8.52
03061434,Anton-Saefkow-Park,6078,S4,15.2
03061434,Anton-Saefkow-Park,6078,D1,-0.91
03061434,Anton-Saefkow-Park,6078,D2,-0.16
03061434,Anton-Saefkow-Park,6078,D3,-0.12
03061434,Anton-Saefkow-Park,6078,D4,-0.83
03061435,Conrad-Blenkle-Straße,3925,S1,9.93
03061435,Conrad-Blenkle-Straße,3925,S2,3.52
03061435,Conrad-Blenkle-Straße,3925,S3,13.07
03061435,Conrad-Blenkle-Straße,3925,S4,33.64
03061435,Conrad-Blenkle-Straße,3925,D1,-1.33
03061435,Conrad-Blenkle-Straße,3925,D2,-0.44
03061435,Conrad-Blenkle-Straße,3925,D3,0.71
03061435,Conrad-Blenkle-Straße,3925,D4,-2.41
03061441,Eldenaer Straße,2342,S1,2.18
03061441,Eldenaer Straße,2342,S2,0.41
03061441,Eldenaer Straße,2342,S3,0.81
03061441,Eldenaer Straße,2342,S4,0.6
03061441,Eldenaer Straße,2342,D1,-0.06
03061441,Eldenaer Straße,2342,D2,0.41
03061441,Eldenaer Straße,2342,D3,-0.65
03061441,Eldenaer Straße,2342,D4,-0.04
03071536,Teutoburger Platz,10661,S1,5.22
03071536,Teutoburger Platz,10661,S2,1.42
03071536,Teutoburger Platz,10661,S3,5.56
03071536,Teutoburger Platz,10661,S4,9.66
03071536,Teutoburger Platz,10661,D1,-0.42
03071536,Teutoburger Platz,10661,D2,-0.12
03071536,Teutoburger Platz,10661,D3,-0.28
03071536,Teutoburger Platz,10661,D4,0.37
03071537,Kollwitzplatz,14511,S1,5.11
03071537,Kollwitzplatz,14511,S2,1.48
03071537,Kollwitzplatz,14511,S3,5.47
03071537,Kollwitzplatz,14511,S4,7.7
03071537,Kollwitzplatz,14511,D1,-0.61
03071537,Kollwitzplatz,14511,D2,-0.14
03071537,Kollwitzplatz,14511,D3,0.04
03071537,Kollwitzplatz,14511,D4,0.41
03071633,Thälmannpark,2736,S1,9.98
03071633,Thälmannpark,2736,S2,3.42
03071633,Thälmannpark,2736,S3,13.96
03071633,Thälmannpark,2736,S4,24.42
03071633,Thälmannpark,2736,D1,1.06
03071633,Thälmannpark,2736,D2,0.34
03071633,Thälmannpark,2736,D3,-0.24
03071633,Thälmannpark,2736,D4,-3.31
03071638,Winsstraße,16800,S1,5.56
03071638,Winsstraße,16800,S2,1.68
03071638,Winsstraße,16800,S3,5.95
03071638,Winsstraße,16800,S4,9.96
03071638,Winsstraße,16800,D1,-0.65
03071638,Winsstraße,16800,D2,-0.12
03071638,Winsstraße,16800,D3,-0.26
03071638,Winsstraße,16800,D4,-0.14
03071639,Bötzowstraße,12323,S1,5.79
03071639,Bötzowstraße,12323,S2,1.56
03071639,Bötzowstraße,12323,S3,5.91
03071639,Bötzowstraße,12323,S4,7.81
03071639,Bötzowstraße,12323,D1,-0.38
03071639,Bötzowstraße,12323,D2,-0.24
03071639,Bötzowstraße,12323,D3,-0.29
03071639,Bötzowstraße,12323,D4,-0.35
04010101,Jungfernheide,10339,S1,12.75
04010101,Jungfernheide,10339,S2,4.97
04010101,Jungfernheide,10339,S3,19.48
04010101,Jungfernheide,10339,S4,56.17
04010101,Jungfernheide,10339,D1,-0.49
04010101,Jungfernheide,10339,D2,-0.39
04010101,Jungfernheide,10339,D3,-1.51
04010101,Jungfernheide,10339,D4,0.37
04010102,Plötzensee,772,S1,7.95
04010102,Plötzensee,772,S2,2.71
04010102,Plötzensee,772,S3,8.16
04010102,Plötzensee,772,S4,42.42
04010102,Plötzensee,772,D1,2.53
04010102,Plötzensee,772,D2,0.01
04010102,Plötzensee,772,D3,2.98
04010102,Plötzensee,772,D4,7.64
04010103,Paul-Hertz-Siedlung,7631,S1,12.69
04010103,Paul-Hertz-Siedlung,7631,S2,4.79
04010103,Paul-Hertz-Siedlung,7631,S3,24.87
04010103,Paul-Hertz-Siedlung,7631,S4,55.86
04010103,Paul-Hertz-Siedlung,7631,D1,0.04
04010103,Paul-Hertz-Siedlung,7631,D2,-0.53
04010103,Paul-Hertz-Siedlung,7631,D3,0.8
04010103,Paul-Hertz-Siedlung,7631,D4,0.05
04020205,Siedlung Ruhleben,1264,S1,3.29
04020205,Siedlung Ruhleben,1264,S2,0.39
04020205,Siedlung Ruhleben,1264,S3,1.9
04020205,Siedlung Ruhleben,1264,S4,6.13
04020205,Siedlung Ruhleben,1264,D1,0.31
04020205,Siedlung Ruhleben,1264,D2,-0.64
04020205,Siedlung Ruhleben,1264,D3,-0.84
04020205,Siedlung Ruhleben,1264,D4,0.87
04020206,Angerburger Allee,2570,S1,5.03
04020206,Angerburger Allee,2570,S2,1.89
04020206,Angerburger Allee,2570,S3,5.41
04020206,Angerburger Allee,2570,S4,19.46
04020206,Angerburger Allee,2570,D1,-0.46
04020206,Angerburger Allee,2570,D2,0.43
04020206,Angerburger Allee,2570,D3,-0.32
04020206,Angerburger Allee,2570,D4,1.21
04020207,Flatowallee,2624,S1,3.36
04020207,Flatowallee,2624,S2,0.85
04020207,Flatowallee,2624,S3,2.71
04020207,Flatowallee,2624,S4,4.95
04020207,Flatowallee,2624,D1,-0.44
04020207,Flatowallee,2624,D2,-0.47
04020207,Flatowallee,2624,D3,-0.32
04020207,Flatowallee,2624,D4,-3.36
04020208,Kranzallee,2846,S1,3.48
04020208,Kranzallee,2846,S2,1.16
04020208,Kranzallee,2846,S3,3.58
04020208,Kranzallee,2846,S4,5.06
04020208,Kranzallee,2846,D1,-0.23
04020208,Kranzallee,2846,D2,-0.16
04020208,Kranzallee,2846,D3,1.05
04020208,Kranzallee,2846,D4,3.51
04020209,Eichkamp,3128,S1,0.95
04020209,Eichkamp,3128,S2,0
04020209,Eichkamp,3128,S3,0.83
04020209,Eichkamp,3128,S4,1.57
04020209,Eichkamp,3128,D1,-0.3
04020209,Eichkamp,3128,D2,-0.37
04020209,Eichkamp,3128,D3,0.04
04020209,Eichkamp,3128,D4,0.76
04020310,Park Ruhwald,600,S1,2.81
04020310,Park Ruhwald,600,S2,1.3
04020310,Park Ruhwald,600,S3,3.17
04020310,Park Ruhwald,600,S4,0
04020310,Park Ruhwald,600,D1,-2.32
04020310,Park Ruhwald,600,D2,-0.41
04020310,Park Ruhwald,600,D3,-1.28
04020310,Park Ruhwald,600,D4,-11.11
04020311,Reichsstraße,14153,S1,4.94
04020311,Reichsstraße,14153,S2,1.88
04020311,Reichsstraße,14153,S3,5.4
04020311,Reichsstraße,14153,S4,12.08
04020311,Reichsstraße,14153,D1,-0.16
04020311,Reichsstraße,14153,D2,-0.1
04020311,Reichsstraße,14153,D3,-0.18
04020311,Reichsstraße,14153,D4,-0.1
04020312,Branitzer Platz,5036,S1,4.63
04020312,Branitzer Platz,5036,S2,1.46
04020312,Branitzer Platz,5036,S3,4.96
04020312,Branitzer Platz,5036,S4,7.6
04020312,Branitzer Platz,5036,D1,-0.26
04020312,Branitzer Platz,5036,D2,-0.31
04020312,Branitzer Platz,5036,D3,-0.22
04020312,Branitzer Platz,5036,D4,0.57
04020313,Königin-Elisabeth-Straße,7346,S1,5.56
04020313,Königin-Elisabeth-Straße,7346,S2,1.77
04020313,Königin-Elisabeth-Straße,7346,S3,8.66
04020313,Königin-Elisabeth-Straße,7346,S4,22.16
04020313,Königin-Elisabeth-Straße,7346,D1,-0.95
04020313,Königin-Elisabeth-Straße,7346,D2,-0.65
04020313,Königin-Elisabeth-Straße,7346,D3,-0.4
04020313,Königin-Elisabeth-Straße,7346,D4,-0.44
04030415,Schloßgarten,2750,S1,11.03
04030415,Schloßgarten,2750,S2,4.47
04030415,Schloßgarten,2750,S3,19.05
04030415,Schloßgarten,2750,S4,49.25
04030415,Schloßgarten,2750,D1,0.11
04030415,Schloßgarten,2750,D2,0.17
04030415,Schloßgarten,2750,D3,-0.2
04030415,Schloßgarten,2750,D4,-1.6
04030416,Klausenerplatz,10276,S1,8.31
04030416,Klausenerplatz,10276,S2,3.01
04030416,Klausenerplatz,10276,S3,16.37
04030416,Klausenerplatz,10276,S4,28.45
04030416,Klausenerplatz,10276,D1,-0.4
04030416,Klausenerplatz,10276,D2,-0.8
04030416,Klausenerplatz,10276,D3,-0.24
04030416,Klausenerplatz,10276,D4,-0.93
04030417,Schloßstraße,10758,S1,5.94
04030417,Schloßstraße,10758,S2,2.04
04030417,Schloßstraße,10758,S3,9.58
04030417,Schloßstraße,10758,S4,18.14
04030417,Schloßstraße,10758,D1,-0.43
04030417,Schloßstraße,10758,D2,-0.6
04030417,Schloßstraße,10758,D3,-0.66
04030417,Schloßstraße,10758,D4,-3.32
04030518,Tegeler Weg,9313,S1,8.55
04030518,Tegeler Weg,9313,S2,3.06
04030518,Tegeler Weg,9313,S3,13.45
04030518,Tegeler Weg,9313,S4,32.71
04030518,Tegeler Weg,9313,D1,-0.12
04030518,Tegeler Weg,9313,D2,-0.54
04030518,Tegeler Weg,9313,D3,-0.8
04030518,Tegeler Weg,9313,D4,-2.6
04030519,Kaiserin-Augusta-Allee,5597,S1,8.29
04030519,Kaiserin-Augusta-Allee,5597,S2,3.17
04030519,Kaiserin-Augusta-Allee,5597,S3,14.6
04030519,Kaiserin-Augusta-Allee,5597,S4,44.31
04030519,Kaiserin-Augusta-Allee,5597,D1,-0.47
04030519,Kaiserin-Augusta-Allee,5597,D2,-0.51
04030519,Kaiserin-Augusta-Allee,5597,D3,-0.7
04030519,Kaiserin-Augusta-Allee,5597,D4,1.06
04030620,Alt-Lietzow,8480,S1,7
04030620,Alt-Lietzow,8480,S2,2.65
04030620,Alt-Lietzow,8480,S3,12.55
04030620,Alt-Lietzow,8480,S4,29.56
04030620,Alt-Lietzow,8480,D1,-0.45
04030620,Alt-Lietzow,8480,D2,-0.1
04030620,Alt-Lietzow,8480,D3,-0.12
04030620,Alt-Lietzow,8480,D4,-2.61
04030621,Spreestadt,2984,S1,7.97
04030621,Spreestadt,2984,S2,3.34
04030621,Spreestadt,2984,S3,14.48
04030621,Spreestadt,2984,S4,37.1
04030621,Spreestadt,2984,D1,-0.96
04030621,Spreestadt,2984,D2,0.02
04030621,Spreestadt,2984,D3,-2.14
04030621,Spreestadt,2984,D4,-5.08
04030622,Richard-Wagner-Straße,10186,S1,8.3
04030622,Richard-Wagner-Straße,10186,S2,2.78
04030622,Richard-Wagner-Straße,10186,S3,13.8
04030622,Richard-Wagner-Straße,10186,S4,32.17
04030622,Richard-Wagner-Straße,10186,D1,-0.06
04030622,Richard-Wagner-Straße,10186,D2,-1.02
04030622,Richard-Wagner-Straße,10186,D3,0.03
04030622,Richard-Wagner-Straße,10186,D4,-0.27
04030623,Ernst-Reuter-Platz,4544,S1,8.19
04030623,Ernst-Reuter-Platz,4544,S2,3.24
04030623,Ernst-Reuter-Platz,4544,S3,15.01
04030623,Ernst-Reuter-Platz,4544,S4,35.12
04030623,Ernst-Reuter-Platz,4544,D1,-0.08
04030623,Ernst-Reuter-Platz,4544,D2,-0.55
04030623,Ernst-Reuter-Platz,4544,D3,-0.45
04030623,Ernst-Reuter-Platz,4544,D4,-2.41
04030724,Lietzensee,6294,S1,6.51
04030724,Lietzensee,6294,S2,2.42
04030724,Lietzensee,6294,S3,8.72
04030724,Lietzensee,6294,S4,18.85
04030724,Lietzensee,6294,D1,-0.41
04030724,Lietzensee,6294,D2,-0.42
04030724,Lietzensee,6294,D3,0.22
04030724,Lietzensee,6294,D4,1.6
04030725,Amtsgerichtsplatz,11822,S1,6.09
04030725,Amtsgerichtsplatz,11822,S2,2.17
04030725,Amtsgerichtsplatz,11822,S3,6.99
04030725,Amtsgerichtsplatz,11822,S4,13.76
04030725,Amtsgerichtsplatz,11822,D1,0.26
04030725,Amtsgerichtsplatz,11822,D2,-0.09
04030725,Amtsgerichtsplatz,11822,D3,-0.96
04030725,Amtsgerichtsplatz,11822,D4,-2.83
04030726,Droysenstraße,5407,S1,6.3
04030726,Droysenstraße,5407,S2,2.21
04030726,Droysenstraße,5407,S3,7.97
04030726,Droysenstraße,5407,S4,17.22
04030726,Droysenstraße,5407,D1,-0.21
04030726,Droysenstraße,5407,D2,-0.5
04030726,Droysenstraße,5407,D3,-1
04030726,Droysenstraße,5407,D4,-2.32
04030827,Karl-August-Platz,11852,S1,7.26
04030827,Karl-August-Platz,11852,S2,2.95
04030827,Karl-August-Platz,11852,S3,11.9
04030827,Karl-August-Platz,11852,S4,28.34
04030827,Karl-August-Platz,11852,D1,-0.78
04030827,Karl-August-Platz,11852,D2,-0.42
04030827,Karl-August-Platz,11852,D3,-1.61
04030827,Karl-August-Platz,11852,D4,-6.48
04030828,Savignyplatz,9315,S1,5.62
04030828,Savignyplatz,9315,S2,1.75
04030828,Savignyplatz,9315,S3,7.79
04030828,Savignyplatz,9315,S4,17.82
04030828,Savignyplatz,9315,D1,0.19
04030828,Savignyplatz,9315,D2,-0.59
04030828,Savignyplatz,9315,D3,-0.49
04030828,Savignyplatz,9315,D4,-1.3
04030929,Hindemithplatz,5838,S1,4.68
04030929,Hindemithplatz,5838,S2,1.78
04030929,Hindemithplatz,5838,S3,6.75
04030929,Hindemithplatz,5838,S4,10.14
04030929,Hindemithplatz,5838,D1,-0.86
04030929,Hindemithplatz,5838,D2,-0.04
04030929,Hindemithplatz,5838,D3,-0.74
04030929,Hindemithplatz,5838,D4,-0.85
04030930,George-Grosz-Platz,5444,S1,3.97
04030930,George-Grosz-Platz,5444,S2,1.73
04030930,George-Grosz-Platz,5444,S3,5.8
04030930,George-Grosz-Platz,5444,S4,11.03
04030930,George-Grosz-Platz,5444,D1,-0.95
04030930,George-Grosz-Platz,5444,D2,-0.31
04030930,George-Grosz-Platz,5444,D3,-0.24
04030930,George-Grosz-Platz,5444,D4,-2.2
04030931,Breitscheidplatz,3432,S1,5.66
04030931,Breitscheidplatz,3432,S2,1.89
04030931,Breitscheidplatz,3432,S3,7.98
04030931,Breitscheidplatz,3432,S4,15.76
04030931,Breitscheidplatz,3432,D1,-0.13
04030931,Breitscheidplatz,3432,D2,-0.49
04030931,Breitscheidplatz,3432,D3,-0.21
04030931,Breitscheidplatz,3432,D4,-0.16
04031032,Halensee,14638,S1,6.18
04031032,Halensee,14638,S2,2.39
04031032,Halensee,14638,S3,7.95
04031032,Halensee,14638,S4,16.02
04031032,Halensee,14638,D1,-0.35
04031032,Halensee,14638,D2,-0.15
04031032,Halensee,14638,D3,-0.57
04031032,Halensee,14638,D4,-3.36
04041134,Bismarckallee,4979,S1,4.34
04041134,Bismarckallee,4979,S2,1.57
04041134,Bismarckallee,4979,S3,5.8
04041134,Bismarckallee,4979,S4,8.99
04041134,Bismarckallee,4979,D1,-0.09
04041134,Bismarckallee,4979,D2,-0.38
04041134,Bismarckallee,4979,D3,-0.35
04041134,Bismarckallee,4979,D4,-1.45
04041135,Hundekehle,2762,S1,2.42
04041135,Hundekehle,2762,S2,0.81
04041135,Hundekehle,2762,S3,2.28
04041135,Hundekehle,2762,S4,2.19
04041135,Hundekehle,2762,D1,0.29
04041135,Hundekehle,2762,D2,0.01
04041135,Hundekehle,2762,D3,-0.5
04041135,Hundekehle,2762,D4,-2.81
04041136,Hagenplatz,2990,S1,2.22
04041136,Hagenplatz,2990,S2,0.62
04041136,Hagenplatz,2990,S3,2.64
04041136,Hagenplatz,2990,S4,3.12
04041136,Hagenplatz,2990,D1,-1.03
04041136,Hagenplatz,2990,D2,-0.3
04041136,Hagenplatz,2990,D3,0.14
04041136,Hagenplatz,2990,D4,-0.33
04041137,Flinsberger Platz,7729,S1,5.73
04041137,Flinsberger Platz,7729,S2,2.25
04041137,Flinsberger Platz,7729,S3,8.25
04041137,Flinsberger Platz,7729,S4,19.35
04041137,Flinsberger Platz,7729,D1,-0.5
04041137,Flinsberger Platz,7729,D2,-0.41
04041137,Flinsberger Platz,7729,D3,0.12
04041137,Flinsberger Platz,7729,D4,1.89
04041238,Kissinger Straße,5597,S1,4.81
04041238,Kissinger Straße,5597,S2,2
04041238,Kissinger Straße,5597,S3,6.56
04041238,Kissinger Straße,5597,S4,13.9
04041238,Kissinger Straße,5597,D1,-0.63
04041238,Kissinger Straße,5597,D2,-0.02
04041238,Kissinger Straße,5597,D3,-1.02
04041238,Kissinger Straße,5597,D4,-3.82
04041240,Messelpark,1551,S1,2.2
04041240,Messelpark,1551,S2,0.37
04041240,Messelpark,1551,S3,0.9
04041240,Messelpark,1551,S4,0
04041240,Messelpark,1551,D1,-0.12
04041240,Messelpark,1551,D2,0.37
04041240,Messelpark,1551,D3,-0.39
04041240,Messelpark,1551,D4,-1.39
04041241,Breite Straße,6952,S1,3.64
04041241,Breite Straße,6952,S2,1.5
04041241,Breite Straße,6952,S3,3.98
04041241,Breite Straße,6952,S4,4.46
04041241,Breite Straße,6952,D1,-0.51
04041241,Breite Straße,6952,D2,0.15
04041241,Breite Straße,6952,D3,-0.8
04041241,Breite Straße,6952,D4,-1.67
04041342,Schlangenbader Straße,3974,S1,5.73
04041342,Schlangenbader Straße,3974,S2,2.52
04041342,Schlangenbader Straße,3974,S3,9.41
04041342,Schlangenbader Straße,3974,S4,21.32
04041342,Schlangenbader Straße,3974,D1,-1.35
04041342,Schlangenbader Straße,3974,D2,-0.79
04041342,Schlangenbader Straße,3974,D3,-0.97
04041342,Schlangenbader Straße,3974,D4,-3.77
04041343,Binger Straße,3540,S1,5.45
04041343,Binger Straße,3540,S2,1.88
04041343,Binger Straße,3540,S3,6.27
04041343,Binger Straße,3540,S4,11.48
04041343,Binger Straße,3540,D1,0.19
04041343,Binger Straße,3540,D2,-0.41
04041343,Binger Straße,3540,D3,-1.48
04041343,Binger Straße,3540,D4,-0.51
04041344,Rüdesheimer Platz,10660,S1,4.57
04041344,Rüdesheimer Platz,10660,S2,1.66
04041344,Rüdesheimer Platz,10660,S3,6.15
04041344,Rüdesheimer Platz,10660,S4,12.06
04041344,Rüdesheimer Platz,10660,D1,-0.07
04041344,Rüdesheimer Platz,10660,D2,-0.03
04041344,Rüdesheimer Platz,10660,D3,-1.1
04041344,Rüdesheimer Platz,10660,D4,-3.14
04051445,Eisenzahnstraße,6116,S1,7.52
04051445,Eisenzahnstraße,6116,S2,2.76
04051445,Eisenzahnstraße,6116,S3,10.48
04051445,Eisenzahnstraße,6116,S4,26.24
04051445,Eisenzahnstraße,6116,D1,-0.16
04051445,Eisenzahnstraße,6116,D2,-0.6
04051445,Eisenzahnstraße,6116,D3,0.09
04051445,Eisenzahnstraße,6116,D4,2.08
04051446,Preußenpark,10449,S1,5.19
04051446,Preußenpark,10449,S2,2.04
04051446,Preußenpark,10449,S3,7.39
04051446,Preußenpark,10449,S4,15.41
04051446,Preußenpark,10449,D1,-0.39
04051446,Preußenpark,10449,D2,-0.49
04051446,Preußenpark,10449,D3,0.07
04051446,Preußenpark,10449,D4,0.29
04051447,Ludwigkirchplatz,5173,S1,7.05
04051447,Ludwigkirchplatz,5173,S2,2.4
04051447,Ludwigkirchplatz,5173,S3,8.27
04051447,Ludwigkirchplatz,5173,S4,19.28
04051447,Ludwigkirchplatz,5173,D1,0.11
04051447,Ludwigkirchplatz,5173,D2,-0.35
04051447,Ludwigkirchplatz,5173,D3,-0.74
04051447,Ludwigkirchplatz,5173,D4,0.86
04051448,Schaperstraße,8915,S1,6.34
04051448,Schaperstraße,8915,S2,2.66
04051448,Schaperstraße,8915,S3,7.68
04051448,Schaperstraße,8915,S4,18.29
04051448,Schaperstraße,8915,D1,-0.19
04051448,Schaperstraße,8915,D2,-0.02
04051448,Schaperstraße,8915,D3,-0.9
04051448,Schaperstraße,8915,D4,-2.06
04051549,Rathaus Wilmersdorf,4227,S1,7.55
04051549,Rathaus Wilmersdorf,4227,S2,2.94
04051549,Rathaus Wilmersdorf,4227,S3,9.13
