Nummer,Name,EW,category,value
04051549,Rathaus Wilmersdorf,4227,S4,20.82
04051549,Rathaus Wilmersdorf,4227,D1,-0.15
04051549,Rathaus Wilmersdorf,4227,D2,0.23
04051549,Rathaus Wilmersdorf,4227,D3,-0.83
04051549,Rathaus Wilmersdorf,4227,D4,-0.76
04051550,Leon-Jessel-Platz,5371,S1,6.27
04051550,Leon-Jessel-Platz,5371,S2,2.36
04051550,Leon-Jessel-Platz,5371,S3,9.74
04051550,Leon-Jessel-Platz,5371,S4,22.26
04051550,Leon-Jessel-Platz,5371,D1,-0.44
04051550,Leon-Jessel-Platz,5371,D2,-0.43
04051550,Leon-Jessel-Platz,5371,D3,-0.44
04051550,Leon-Jessel-Platz,5371,D4,-2.09
04051551,Brabanter Platz,4270,S1,6.55
04051551,Brabanter Platz,4270,S2,2.34
04051551,Brabanter Platz,4270,S3,10.44
04051551,Brabanter Platz,4270,S4,23.19
04051551,Brabanter Platz,4270,D1,-0.97
04051551,Brabanter Platz,4270,D2,-0.86
04051551,Brabanter Platz,4270,D3,-1.59
04051551,Brabanter Platz,4270,D4,-5.69
04051652,Nikolsburger Platz,9490,S1,5.64
04051652,Nikolsburger Platz,9490,S2,2.02
04051652,Nikolsburger Platz,9490,S3,6.69
04051652,Nikolsburger Platz,9490,S4,12.09
04051652,Nikolsburger Platz,9490,D1,0.37
04051652,Nikolsburger Platz,9490,D2,-0.31
04051652,Nikolsburger Platz,9490,D3,-1.09
04051652,Nikolsburger Platz,9490,D4,-2.08
04051653,Prager Platz,6623,S1,6.71
04051653,Prager Platz,6623,S2,2.27
04051653,Prager Platz,6623,S3,7.55
04051653,Prager Platz,6623,S4,13.26
04051653,Prager Platz,6623,D1,0.1
04051653,Prager Platz,6623,D2,-0.3
04051653,Prager Platz,6623,D3,-0.81
04051653,Prager Platz,6623,D4,-1.41
04051654,Wilhelmsaue,2941,S1,6.17
04051654,Wilhelmsaue,2941,S2,2.39
04051654,Wilhelmsaue,2941,S3,6.6
04051654,Wilhelmsaue,2941,S4,9.54
04051654,Wilhelmsaue,2941,D1,-0.11
04051654,Wilhelmsaue,2941,D2,-0.45
04051654,Wilhelmsaue,2941,D3,-1.78
04051654,Wilhelmsaue,2941,D4,-6.98
04051655,Babelsberger Straße,6911,S1,6.81
04051655,Babelsberger Straße,6911,S2,2.21
04051655,Babelsberger Straße,6911,S3,10.17
04051655,Babelsberger Straße,6911,S4,19.16
04051655,Babelsberger Straße,6911,D1,-0.27
04051655,Babelsberger Straße,6911,D2,-1.01
04051655,Babelsberger Straße,6911,D3,-0.99
04051655,Babelsberger Straße,6911,D4,-3.69
04051656,Hildegardstraße,7474,S1,5.61
04051656,Hildegardstraße,7474,S2,1.81
04051656,Hildegardstraße,7474,S3,6.68
04051656,Hildegardstraße,7474,S4,13.46
04051656,Hildegardstraße,7474,D1,-0.26
04051656,Hildegardstraße,7474,D2,-0.29
04051656,Hildegardstraße,7474,D3,-0.17
04051656,Hildegardstraße,7474,D4,0.79
05010101,Hakenfelde Nord,9959,S1,6.64
05010101,Hakenfelde Nord,9959,S2,1.93
05010101,Hakenfelde Nord,9959,S3,11.47
05010101,Hakenfelde Nord,9959,S4,28.98
05010101,Hakenfelde Nord,9959,D1,-1.12
05010101,Hakenfelde Nord,9959,D2,-0.52
05010101,Hakenfelde Nord,9959,D3,-0.09
05010101,Hakenfelde Nord,9959,D4,-1.4
05010102,Goltzstraße,5671,S1,8.48
05010102,Goltzstraße,5671,S2,2.69
05010102,Goltzstraße,5671,S3,13.51
05010102,Goltzstraße,5671,S4,41.47
05010102,Goltzstraße,5671,D1,-1.77
05010102,Goltzstraße,5671,D2,-0.87
05010102,Goltzstraße,5671,D3,0.98
05010102,Goltzstraße,5671,D4,-1.15
05010103,Amorbacher Weg,7413,S1,6.36
05010103,Amorbacher Weg,7413,S2,2.27
05010103,Amorbacher Weg,7413,S3,8.12
05010103,Amorbacher Weg,7413,S4,20.26
05010103,Amorbacher Weg,7413,D1,-0.67
05010103,Amorbacher Weg,7413,D2,-0.31
05010103,Amorbacher Weg,7413,D3,0.12
05010103,Amorbacher Weg,7413,D4,2.61
05010204,Griesingerstraße,3142,S1,13.21
05010204,Griesingerstraße,3142,S2,3.85
05010204,Griesingerstraße,3142,S3,25.05
05010204,Griesingerstraße,3142,S4,60.42
05010204,Griesingerstraße,3142,D1,-1.36
05010204,Griesingerstraße,3142,D2,-0.89
05010204,Griesingerstraße,3142,D3,-0.98
05010204,Griesingerstraße,3142,D4,-2.45
05010205,An der Tränke,1906,S1,2.85
05010205,An der Tränke,1906,S2,1.13
05010205,An der Tränke,1906,S3,3.73
05010205,An der Tränke,1906,S4,11.91
05010205,An der Tränke,1906,D1,-0.12
05010205,An der Tränke,1906,D2,0.33
05010205,An der Tränke,1906,D3,0.02
05010205,An der Tränke,1906,D4,4.69
05010206,Gütersloher Weg,9945,S1,11.78
05010206,Gütersloher Weg,9945,S2,4.03
05010206,Gütersloher Weg,9945,S3,19.19
05010206,Gütersloher Weg,9945,S4,47.28
05010206,Gütersloher Weg,9945,D1,-1.61
05010206,Gütersloher Weg,9945,D2,-0.81
05010206,Gütersloher Weg,9945,D3,0.27
05010206,Gütersloher Weg,9945,D4,-1.61
05010207,Darbystraße,11116,S1,13.26
05010207,Darbystraße,11116,S2,4.35
05010207,Darbystraße,11116,S3,28.46
05010207,Darbystraße,11116,S4,58.39
05010207,Darbystraße,11116,D1,-1.62
05010207,Darbystraße,11116,D2,-0.86
05010207,Darbystraße,11116,D3,0.37
05010207,Darbystraße,11116,D4,-0.23
05010208,Germersheimer Platz,7464,S1,12.7
05010208,Germersheimer Platz,7464,S2,4.23
05010208,Germersheimer Platz,7464,S3,22.91
05010208,Germersheimer Platz,7464,S4,58.71
05010208,Germersheimer Platz,7464,D1,-1.68
05010208,Germersheimer Platz,7464,D2,-0.34
05010208,Germersheimer Platz,7464,D3,1.5
05010208,Germersheimer Platz,7464,D4,1.69
05010209,An der Kappe,6014,S1,6.11
05010209,An der Kappe,6014,S2,1.83
05010209,An der Kappe,6014,S3,8.81
05010209,An der Kappe,6014,S4,23.63
05010209,An der Kappe,6014,D1,-0.15
05010209,An der Kappe,6014,D2,-0.28
05010209,An der Kappe,6014,D3,1.3
05010209,An der Kappe,6014,D4,4.96
05010310,Eckschanze,3761,S1,11.15
05010310,Eckschanze,3761,S2,3.51
05010310,Eckschanze,3761,S3,20.93
05010310,Eckschanze,3761,S4,51.53
05010310,Eckschanze,3761,D1,-2.15
05010310,Eckschanze,3761,D2,-1.3
05010310,Eckschanze,3761,D3,1.84
05010310,Eckschanze,3761,D4,3.24
05010311,Eiswerder,5500,S1,11.61
05010311,Eiswerder,5500,S2,4.22
05010311,Eiswerder,5500,S3,24.02
05010311,Eiswerder,5500,S4,56.09
05010311,Eiswerder,5500,D1,-2.88
05010311,Eiswerder,5500,D2,-1.23
05010311,Eiswerder,5500,D3,-0.06
05010311,Eiswerder,5500,D4,-1.17
05010312,Kurstraße,6770,S1,13.79
05010312,Kurstraße,6770,S2,4.41
05010312,Kurstraße,6770,S3,28.55
05010312,Kurstraße,6770,S4,62.51
05010312,Kurstraße,6770,D1,-2.04
05010312,Kurstraße,6770,D2,-1.13
05010312,Kurstraße,6770,D3,1.45
05010312,Kurstraße,6770,D4,-0.14
05010313,Ackerstraße,6497,S1,12.17
05010313,Ackerstraße,6497,S2,4.46
05010313,Ackerstraße,6497,S3,20.16
05010313,Ackerstraße,6497,S4,51.09
05010313,Ackerstraße,6497,D1,-0.68
05010313,Ackerstraße,6497,D2,-0.31
05010313,Ackerstraße,6497,D3,-0.63
05010313,Ackerstraße,6497,D4,-0.86
05010314,Carl-Schurz-Straße,11671,S1,10.75
05010314,Carl-Schurz-Straße,11671,S2,3.66
05010314,Carl-Schurz-Straße,11671,S3,19.39
05010314,Carl-Schurz-Straße,11671,S4,47.62
05010314,Carl-Schurz-Straße,11671,D1,-2.02
05010314,Carl-Schurz-Straße,11671,D2,-0.63
05010314,Carl-Schurz-Straße,11671,D3,0.17
05010314,Carl-Schurz-Straße,11671,D4,-3.47
05010339,Freiheit,448,S1,10.98
05010339,Freiheit,448,S2,5.49
05010339,Freiheit,448,S3,8.26
05010339,Freiheit,448,S4,15
05010339,Freiheit,448,D1,0.64
05010339,Freiheit,448,D2,1.82
05010339,Freiheit,448,D3,-0.92
05010339,Freiheit,448,D4,-11.32
05020415,Isenburger Weg,3900,S1,2.39
05020415,Isenburger Weg,3900,S2,0.52
05020415,Isenburger Weg,3900,S3,1.77
05020415,Isenburger Weg,3900,S4,3.85
05020415,Isenburger Weg,3900,D1,-0.64
05020415,Isenburger Weg,3900,D2,-0.39
05020415,Isenburger Weg,3900,D3,-0.74
05020415,Isenburger Weg,3900,D4,-1.65
05020416,Am Heideberg,1736,S1,5.53
05020416,Am Heideberg,1736,S2,1.31
05020416,Am Heideberg,1736,S3,7.72
05020416,Am Heideberg,1736,S4,21.09
05020416,Am Heideberg,1736,D1,-0.96
05020416,Am Heideberg,1736,D2,-0.62
05020416,Am Heideberg,1736,D3,0.42
05020416,Am Heideberg,1736,D4,0.36
05020417,Staakener Straße,5709,S1,5.17
05020417,Staakener Straße,5709,S2,1.66
05020417,Staakener Straße,5709,S3,5.62
05020417,Staakener Straße,5709,S4,13.77
05020417,Staakener Straße,5709,D1,-0.01
05020417,Staakener Straße,5709,D2,-0.09
05020417,Staakener Straße,5709,D3,1.22
05020417,Staakener Straße,5709,D4,2.53
05020418,Spandauer Straße,3971,S1,7.03
05020418,Spandauer Straße,3971,S2,2.18
05020418,Spandauer Straße,3971,S3,8.16
05020418,Spandauer Straße,3971,S4,14.18
05020418,Spandauer Straße,3971,D1,-1.53
05020418,Spandauer Straße,3971,D2,-0.44
05020418,Spandauer Straße,3971,D3,-1.77
05020418,Spandauer Straße,3971,D4,-4.64
05020419,Magistratsweg,6897,S1,12.64
05020419,Magistratsweg,6897,S2,4.19
05020419,Magistratsweg,6897,S3,19.12
05020419,Magistratsweg,6897,S4,54.14
05020419,Magistratsweg,6897,D1,-0.48
05020419,Magistratsweg,6897,D2,-0.62
05020419,Magistratsweg,6897,D3,-0.18
05020419,Magistratsweg,6897,D4,-2.7
05020420,Werkstraße,929,S1,4.23
05020420,Werkstraße,929,S2,0.87
05020420,Werkstraße,929,S3,5.38
05020420,Werkstraße,929,S4,10.61
05020420,Werkstraße,929,D1,-1.17
05020420,Werkstraße,929,D2,-0.62
05020420,Werkstraße,929,D3,0.77
05020420,Werkstraße,929,D4,0.88
05020521,Döberitzer Weg,2876,S1,3.37
05020521,Döberitzer Weg,2876,S2,0.89
05020521,Döberitzer Weg,2876,S3,5.08
05020521,Döberitzer Weg,2876,S4,9.35
05020521,Döberitzer Weg,2876,D1,-0.87
05020521,Döberitzer Weg,2876,D2,-0.16
05020521,Döberitzer Weg,2876,D3,-0.18
05020521,Döberitzer Weg,2876,D4,-0.03
05020522,Pillnitzer Weg,7117,S1,14.23
05020522,Pillnitzer Weg,7117,S2,4.6
05020522,Pillnitzer Weg,7117,S3,30.21
05020522,Pillnitzer Weg,7117,S4,64.74
05020522,Pillnitzer Weg,7117,D1,-0.83
05020522,Pillnitzer Weg,7117,D2,-0.71
05020522,Pillnitzer Weg,7117,D3,2.7
05020522,Pillnitzer Weg,7117,D4,2.4
05020523,Maulbeerallee,11613,S1,16.55
05020523,Maulbeerallee,11613,S2,5.83
05020523,Maulbeerallee,11613,S3,38.73
05020523,Maulbeerallee,11613,S4,74.01
05020523,Maulbeerallee,11613,D1,-1.98
05020523,Maulbeerallee,11613,D2,-0.7
05020523,Maulbeerallee,11613,D3,1.13
05020523,Maulbeerallee,11613,D4,-0.66
05020524,Weinmeisterhornweg,6082,S1,5.12
05020524,Weinmeisterhornweg,6082,S2,1.91
05020524,Weinmeisterhornweg,6082,S3,5.69
05020524,Weinmeisterhornweg,6082,S4,15.51
05020524,Weinmeisterhornweg,6082,D1,-0.39
05020524,Weinmeisterhornweg,6082,D2,-0.13
05020524,Weinmeisterhornweg,6082,D3,0.25
05020524,Weinmeisterhornweg,6082,D4,3.05
05020625,Borkumer Straße,7417,S1,9.17
05020625,Borkumer Straße,7417,S2,2.56
05020625,Borkumer Straße,7417,S3,15.32
05020625,Borkumer Straße,7417,S4,44.47
05020625,Borkumer Straße,7417,D1,-1.03
05020625,Borkumer Straße,7417,D2,-1.37
05020625,Borkumer Straße,7417,D3,0.25
05020625,Borkumer Straße,7417,D4,-0.6
05020626,Adamstraße,17174,S1,10.68
05020626,Adamstraße,17174,S2,3.51
05020626,Adamstraße,17174,S3,17.04
05020626,Adamstraße,17174,S4,43.21
05020626,Adamstraße,17174,D1,-1.12
05020626,Adamstraße,17174,D2,-0.52
05020626,Adamstraße,17174,D3,0.02
05020626,Adamstraße,17174,D4,1.62
05020627,Tiefwerder,3889,S1,10.55
05020627,Tiefwerder,3889,S2,3.6
05020627,Tiefwerder,3889,S3,22.37
05020627,Tiefwerder,3889,S4,54.33
05020627,Tiefwerder,3889,D1,-0.05
05020627,Tiefwerder,3889,D2,-0.21
05020627,Tiefwerder,3889,D3,1.75
05020627,Tiefwerder,3889,D4,5.44
05020628,Graetschelsteig,1985,S1,9.36
05020628,Graetschelsteig,1985,S2,3.7
05020628,Graetschelsteig,1985,S3,12.14
05020628,Graetschelsteig,1985,S4,41.44
05020628,Graetschelsteig,1985,D1,-0.41
05020628,Graetschelsteig,1985,D2,0.15
05020628,Graetschelsteig,1985,D3,-0.69
05020628,Graetschelsteig,1985,D4,-0.52
05020629,Börnicker Straße,4370,S1,4.28
05020629,Börnicker Straße,4370,S2,1.11
05020629,Börnicker Straße,4370,S3,2.84
05020629,Börnicker Straße,4370,S4,2.93
05020629,Börnicker Straße,4370,D1,0.06
05020629,Börnicker Straße,4370,D2,-0.31
05020629,Börnicker Straße,4370,D3,-0.09
05020629,Börnicker Straße,4370,D4,-3.39
05030730,Zitadellenweg,3786,S1,5.59
05030730,Zitadellenweg,3786,S2,1.67
05030730,Zitadellenweg,3786,S3,12.04
05030730,Zitadellenweg,3786,S4,22.32
05030730,Zitadellenweg,3786,D1,-0.98
05030730,Zitadellenweg,3786,D2,-0.28
05030730,Zitadellenweg,3786,D3,-0.6
05030730,Zitadellenweg,3786,D4,-4.23
05030731,Gartenfelder Straße,11499,S1,11.64
05030731,Gartenfelder Straße,11499,S2,3.83
05030731,Gartenfelder Straße,11499,S3,20.51
05030731,Gartenfelder Straße,11499,S4,53.72
05030731,Gartenfelder Straße,11499,D1,-1.4
05030731,Gartenfelder Straße,11499,D2,-0.71
05030731,Gartenfelder Straße,11499,D3,0.97
05030731,Gartenfelder Straße,11499,D4,1.38
05030832,Rohrdamm,11346,S1,9.13
05030832,Rohrdamm,11346,S2,2.88
05030832,Rohrdamm,11346,S3,17.6
05030832,Rohrdamm,11346,S4,43.55
05030832,Rohrdamm,11346,D1,-1.44
05030832,Rohrdamm,11346,D2,-0.79
05030832,Rohrdamm,11346,D3,1.42
05030832,Rohrdamm,11346,D4,2.73
05030833,Motardstraße,1407,S1,2.25
05030833,Motardstraße,1407,S2,0.49
05030833,Motardstraße,1407,S3,3.2
05030833,Motardstraße,1407,S4,5.54
05030833,Motardstraße,1407,D1,-1.13
05030833,Motardstraße,1407,D2,-0.4
05030833,Motardstraße,1407,D3,-1.65
05030833,Motardstraße,1407,D4,4
05040934,Alt-Gatow,3984,S1,2.12
05040934,Alt-Gatow,3984,S2,0.62
05040934,Alt-Gatow,3984,S3,2.16
05040934,Alt-Gatow,3984,S4,3.34
05040934,Alt-Gatow,3984,D1,-0.49
05040934,Alt-Gatow,3984,D2,-0.16
05040934,Alt-Gatow,3984,D3,-0.3
05040934,Alt-Gatow,3984,D4,-0.91
05040935,Groß-Glienicker Weg,418,S1,9.32
05040935,Groß-Glienicker Weg,418,S2,2.51
05040935,Groß-Glienicker Weg,418,S3,6.94
05040935,Groß-Glienicker Weg,418,S4,0
05040935,Groß-Glienicker Weg,418,D1,-0.54
05040935,Groß-Glienicker Weg,418,D2,-0.31
05040935,Groß-Glienicker Weg,418,D3,-2.67
05040935,Groß-Glienicker Weg,418,D4,0
05040936,Jägerallee,9324,S1,2.73
05040936,Jägerallee,9324,S2,0.67
05040936,Jägerallee,9324,S3,1.48
05040936,Jägerallee,9324,S4,2.77
05040936,Jägerallee,9324,D1,-0.1
05040936,Jägerallee,9324,D2,0.21
05040936,Jägerallee,9324,D3,-1.06
05040936,Jägerallee,9324,D4,-2.14
05040937,Kladower Damm,2148,S1,1.83
05040937,Kladower Damm,2148,S2,0.7
05040937,Kladower Damm,2148,S3,1.26
05040937,Kladower Damm,2148,S4,1.63
05040937,Kladower Damm,2148,D1,-0.5
05040937,Kladower Damm,2148,D2,-0.22
05040937,Kladower Damm,2148,D3,-0.6
05040937,Kladower Damm,2148,D4,-2.4
05040938,Kafkastraße,3565,S1,3.11
05040938,Kafkastraße,3565,S2,0.73
05040938,Kafkastraße,3565,S3,2.58
05040938,Kafkastraße,3565,S4,9.57
05040938,Kafkastraße,3565,D1,0.24
05040938,Kafkastraße,3565,D2,-0.04
05040938,Kafkastraße,3565,D3,0.86
05040938,Kafkastraße,3565,D4,2.92
06010101,Fichtenberg,6820,S1,3.4
06010101,Fichtenberg,6820,S2,1.15
06010101,Fichtenberg,6820,S3,3.27
06010101,Fichtenberg,6820,S4,6.78
06010101,Fichtenberg,6820,D1,-0.55
06010101,Fichtenberg,6820,D2,-0.13
06010101,Fichtenberg,6820,D3,0
06010101,Fichtenberg,6820,D4,0.87
06010102,Schloßstraße,8755,S1,5.92
06010102,Schloßstraße,8755,S2,2.16
06010102,Schloßstraße,8755,S3,7.93
06010102,Schloßstraße,8755,S4,18.57
06010102,Schloßstraße,8755,D1,0.46
06010102,Schloßstraße,8755,D2,0.46
06010102,Schloßstraße,8755,D3,-0.56
06010102,Schloßstraße,8755,D4,-1.2
06010103,Markelstraße,6334,S1,6.05
06010103,Markelstraße,6334,S2,2.03
06010103,Markelstraße,6334,S3,6.47
06010103,Markelstraße,6334,S4,15.02
06010103,Markelstraße,6334,D1,0.1
06010103,Markelstraße,6334,D2,-0.23
06010103,Markelstraße,6334,D3,-0.89
06010103,Markelstraße,6334,D4,-2.46
06010204,Munsterdamm,6830,S1,7.69
06010204,Munsterdamm,6830,S2,2.84
06010204,Munsterdamm,6830,S3,10.12
06010204,Munsterdamm,6830,S4,24.94
06010204,Munsterdamm,6830,D1,0.06
06010204,Munsterdamm,6830,D2,0.1
06010204,Munsterdamm,6830,D3,-1.07
06010204,Munsterdamm,6830,D4,-0.94
06010205,Südende,9627,S1,7.12
06010205,Südende,9627,S2,2.27
06010205,Südende,9627,S3,8.9
06010205,Südende,9627,S4,21.04
06010205,Südende,9627,D1,-0.01
06010205,Südende,9627,D2,-0.49
06010205,Südende,9627,D3,-0.07
06010205,Südende,9627,D4,-0.43
06010206,Stadtpark,7638,S1,6.48
06010206,Stadtpark,7638,S2,2.46
06010206,Stadtpark,7638,S3,8.08
06010206,Stadtpark,7638,S4,20.77
06010206,Stadtpark,7638,D1,-0.13
06010206,Stadtpark,7638,D2,-0.03
06010206,Stadtpark,7638,D3,-0.22
06010206,Stadtpark,7638,D4,0.55
06010207,Mittelstraße,7863,S1,6.65
06010207,Mittelstraße,7863,S2,2.22
06010207,Mittelstraße,7863,S3,8.3
06010207,Mittelstraße,7863,S4,21.87
06010207,Mittelstraße,7863,D1,0.03
06010207,Mittelstraße,7863,D2,-0.53
06010207,Mittelstraße,7863,D3,-0.79
06010207,Mittelstraße,7863,D4,-0.73
06010208,Bergstraße,6433,S1,6.63
06010208,Bergstraße,6433,S2,2
06010208,Bergstraße,6433,S3,8.52
06010208,Bergstraße,6433,S4,17.6
06010208,Bergstraße,6433,D1,-0.66
06010208,Bergstraße,6433,D2,-0.69
06010208,Bergstraße,6433,D3,-1.18
06010208,Bergstraße,6433,D4,-2.99
06010209,Feuerbachstraße,9055,S1,6.53
06010209,Feuerbachstraße,9055,S2,2.22
06010209,Feuerbachstraße,9055,S3,8.63
06010209,Feuerbachstraße,9055,S4,20.97
06010209,Feuerbachstraße,9055,D1,-0.36
06010209,Feuerbachstraße,9055,D2,-0.17
06010209,Feuerbachstraße,9055,D3,-0.34
06010209,Feuerbachstraße,9055,D4,-1.23
06010210,Bismarckstraße,4887,S1,7.32
06010210,Bismarckstraße,4887,S2,2.54
06010210,Bismarckstraße,4887,S3,9.27
06010210,Bismarckstraße,4887,S4,22.22
06010210,Bismarckstraße,4887,D1,-0.77
06010210,Bismarckstraße,4887,D2,-0.72
06010210,Bismarckstraße,4887,D3,-1.61
06010210,Bismarckstraße,4887,D4,-2.59
06020301,Alt-Lankwitz,4985,S1,7.14
06020301,Alt-Lankwitz,4985,S2,2.63
06020301,Alt-Lankwitz,4985,S3,9.25
06020301,Alt-Lankwitz,4985,S4,18.62
06020301,Alt-Lankwitz,4985,D1,0.32
06020301,Alt-Lankwitz,4985,D2,-0.23
06020301,Alt-Lankwitz,4985,D3,0.36
06020301,Alt-Lankwitz,4985,D4,-0.4
06020302,Komponistenviertel Lankwitz,5391,S1,5.44
06020302,Komponistenviertel Lankwitz,5391,S2,1.83
06020302,Komponistenviertel Lankwitz,5391,S3,5.4
06020302,Komponistenviertel Lankwitz,5391,S4,14.98
06020302,Komponistenviertel Lankwitz,5391,D1,0.15
06020302,Komponistenviertel Lankwitz,5391,D2,0.15
06020302,Komponistenviertel Lankwitz,5391,D3,-0.13
06020302,Komponistenviertel Lankwitz,5391,D4,0.44
06020303,Lankwitz Kirche,7249,S1,8.93
06020303,Lankwitz Kirche,7249,S2,3.38
06020303,Lankwitz Kirche,7249,S3,11.6
06020303,Lankwitz Kirche,7249,S4,30.96
06020303,Lankwitz Kirche,7249,D1,0.83
06020303,Lankwitz Kirche,7249,D2,-0.17
06020303,Lankwitz Kirche,7249,D3,-0.81
06020303,Lankwitz Kirche,7249,D4,-2.59
06020304,Kaiser-Wilhelm-Straße,6887,S1,7.93
06020304,Kaiser-Wilhelm-Straße,6887,S2,2.87
06020304,Kaiser-Wilhelm-Straße,6887,S3,10.38
06020304,Kaiser-Wilhelm-Straße,6887,S4,26.98
06020304,Kaiser-Wilhelm-Straße,6887,D1,-0.25
06020304,Kaiser-Wilhelm-Straße,6887,D2,0.25
06020304,Kaiser-Wilhelm-Straße,6887,D3,-0.85
06020304,Kaiser-Wilhelm-Straße,6887,D4,-0.99
06020305,Gemeindepark Lankwitz,11139,S1,8.16
06020305,Gemeindepark Lankwitz,11139,S2,2.9
06020305,Gemeindepark Lankwitz,11139,S3,12.61
06020305,Gemeindepark Lankwitz,11139,S4,33
06020305,Gemeindepark Lankwitz,11139,D1,-0.54
06020305,Gemeindepark Lankwitz,11139,D2,-0.35
06020305,Gemeindepark Lankwitz,11139,D3,-0.9
06020305,Gemeindepark Lankwitz,11139,D4,-2.96
06020306,Lankwitz Süd,6415,S1,4.73
06020306,Lankwitz Süd,6415,S2,1.63
06020306,Lankwitz Süd,6415,S3,5.36
06020306,Lankwitz Süd,6415,S4,14.54
06020306,Lankwitz Süd,6415,D1,0.28
06020306,Lankwitz Süd,6415,D2,-0.01
06020306,Lankwitz Süd,6415,D3,-0.46
06020306,Lankwitz Süd,6415,D4,0.97
06020407,Thermometersiedlung,4824,S1,11.62
06020407,Thermometersiedlung,4824,S2,4.28
06020407,Thermometersiedlung,4824,S3,20.34
06020407,Thermometersiedlung,4824,S4,60.57
06020407,Thermometersiedlung,4824,D1,0.09
06020407,Thermometersiedlung,4824,D2,-0.53
06020407,Thermometersiedlung,4824,D3,-0.57
06020407,Thermometersiedlung,4824,D4,-0.94
06020408,Lichterfelde Süd,6477,S1,7.11
06020408,Lichterfelde Süd,6477,S2,2.59
06020408,Lichterfelde Süd,6477,S3,9.68
06020408,Lichterfelde Süd,6477,S4,27.27
06020408,Lichterfelde Süd,6477,D1,0.02
06020408,Lichterfelde Süd,6477,D2,-0.35
06020408,Lichterfelde Süd,6477,D3,0.19
06020408,Lichterfelde Süd,6477,D4,0.01
06020409,Königsberger Straße,8222,S1,5.81
06020409,Königsberger Straße,8222,S2,2.08
06020409,Königsberger Straße,8222,S3,5.59
06020409,Königsberger Straße,8222,S4,14.05
06020409,Königsberger Straße,8222,D1,-0.31
06020409,Königsberger Straße,8222,D2,-0.32
06020409,Königsberger Straße,8222,D3,-0.57
06020409,Königsberger Straße,8222,D4,-0.9
06020410,Oberhofer Platz,6884,S1,4.13
06020410,Oberhofer Platz,6884,S2,1.44
06020410,Oberhofer Platz,6884,S3,3.85
06020410,Oberhofer Platz,6884,S4,7.21
06020410,Oberhofer Platz,6884,D1,0
06020410,Oberhofer Platz,6884,D2,0.04
06020410,Oberhofer Platz,6884,D3,-0.18
06020410,Oberhofer Platz,6884,D4,1.2
06020411,Schütte-Lanz-Straße,8445,S1,4.57
06020411,Schütte-Lanz-Straße,8445,S2,2.09
06020411,Schütte-Lanz-Straße,8445,S3,5.49
06020411,Schütte-Lanz-Straße,8445,S4,12.58
06020411,Schütte-Lanz-Straße,8445,D1,-0.36
06020411,Schütte-Lanz-Straße,8445,D2,0.01
06020411,Schütte-Lanz-Straße,8445,D3,-0.75
06020411,Schütte-Lanz-Straße,8445,D4,-2.11
06030501,Berlepschstraße,5582,S1,3.68
06030501,Berlepschstraße,5582,S2,1.04
06030501,Berlepschstraße,5582,S3,3.92
06030501,Berlepschstraße,5582,S4,10.2
06030501,Berlepschstraße,5582,D1,-0.07
06030501,Berlepschstraße,5582,D2,0.29
06030501,Berlepschstraße,5582,D3,-0.22
06030501,Berlepschstraße,5582,D4,-0.37
06030502,Zehlendorf Süd,5450,S1,6.92
06030502,Zehlendorf Süd,5450,S2,2.28
06030502,Zehlendorf Süd,5450,S3,8.24
06030502,Zehlendorf Süd,5450,S4,23.5
06030502,Zehlendorf Süd,5450,D1,0.61
06030502,Zehlendorf Süd,5450,D2,0.32
06030502,Zehlendorf Süd,5450,D3,-1.63
06030502,Zehlendorf Süd,5450,D4,-4.44
06030503,Zehlendorf Mitte,11272,S1,4.81
06030503,Zehlendorf Mitte,11272,S2,1.64
06030503,Zehlendorf Mitte,11272,S3,6.09
06030503,Zehlendorf Mitte,11272,S4,14.31
06030503,Zehlendorf Mitte,11272,D1,0.04
06030503,Zehlendorf Mitte,11272,D2,-0.12
06030503,Zehlendorf Mitte,11272,D3,-0.42
06030503,Zehlendorf Mitte,11272,D4,0.47
06030504,Teltower Damm,10958,S1,3.16
06030504,Teltower Damm,10958,S2,0.72
06030504,Teltower Damm,10958,S3,2.92
06030504,Teltower Damm,10958,S4,6.26
06030504,Teltower Damm,10958,D1,0.18
06030504,Teltower Damm,10958,D2,-0.08
06030504,Teltower Damm,10958,D3,0.03
06030504,Teltower Damm,10958,D4,-0.02
06030605,Botanischer Garten,6933,S1,5.56
06030605,Botanischer Garten,6933,S2,2.22
06030605,Botanischer Garten,6933,S3,5.5
06030605,Botanischer Garten,6933,S4,14.25
06030605,Botanischer Garten,6933,D1,0.22
06030605,Botanischer Garten,6933,D2,0.25
06030605,Botanischer Garten,6933,D3,-0.38
06030605,Botanischer Garten,6933,D4,1.59
06030606,Hindenburgdamm,5275,S1,6.93
06030606,Hindenburgdamm,5275,S2,2.74
06030606,Hindenburgdamm,5275,S3,7.89
06030606,Hindenburgdamm,5275,S4,18.03
06030606,Hindenburgdamm,5275,D1,-0.38
06030606,Hindenburgdamm,5275,D2,-0.58
06030606,Hindenburgdamm,5275,D3,-1.48
06030606,Hindenburgdamm,5275,D4,-3.27
06030607,Goerzwerke,3241,S1,3.46
06030607,Goerzwerke,3241,S2,1.02
06030607,Goerzwerke,3241,S3,3.58
06030607,Goerzwerke,3241,S4,11.14
